,2022.3.9,,,
80.20,149.052,149.035,149.059,149.040
80.25,149.052,149.035,149.058,149.040
80.30,149.052,149.036,149.058,149.040
80.35,149.051,149.036,149.057,149.039
80.40,149.051,149.036,149.056,149.040
80.45,149.052,149.036,149.056,149.039
80.50,149.052,149.036,149.055,149.040
80.55,149.053,149.037,149.056,149.039
80.60,149.053,149.037,149.055,149.039
80.65,149.054,149.037,149.055,149.039
80.70,149.053,149.038,149.055,149.039
80.75,149.054,149.038,149.055,149.039
80.80,149.054,149.039,149.054,149.038
80.85,149.054,149.040,149.054,149.037
80.90,149.053,149.039,149.053,149.036
80.95,149.054,149.039,149.053,149.035
81.00,149.053,149.040,149.053,149.036
81.05,149.053,149.040,149.053,149.035
81.10,149.053,149.039,149.053,149.035
81.15,149.052,149.038,149.053,149.035
81.20,149.053,149.038,149.053,149.036
81.25,149.053,149.038,149.053,149.036
81.30,149.053,149.038,149.052,149.037
81.35,149.053,149.039,149.051,149.038
81.40,149.053,149.036,149.050,149.038
81.45,149.053,149.037,149.050,149.038
81.50,149.053,149.037,149.049,149.038
81.55,149.052,149.037,149.048,149.037
81.60,149.051,149.037,149.049,149.036
81.65,149.051,149.036,149.050,149.035
81.70,149.050,149.037,149.050,149.036
81.75,149.050,149.036,149.051,149.036
81.80,149.049,149.036,149.051,149.035
81.85,149.049,149.036,149.050,149.035
81.90,149.050,149.036,149.048,149.036
81.95,149.050,149.036,149.047,149.035
82.00,149.050,149.035,149.046,149.035
82.05,149.049,149.035,149.044,149.035
82.10,149.050,149.036,149.042,149.035
82.15,149.049,149.036,149.043,149.035
82.20,149.049,149.036,149.044,149.034
82.25,149.049,149.036,149.044,149.035
82.30,149.050,149.037,149.044,149.034
82.35,149.049,149.036,149.046,149.035
82.40,149.049,149.037,149.048,149.034
82.45,149.049,149.037,149.049,149.034
82.50,149.049,149.039,149.049,149.034
82.55,149.050,149.039,149.052,149.034
82.60,149.051,149.040,149.053,149.034
82.65,149.052,149.040,149.052,149.034
82.70,149.052,149.040,149.052,149.033
82.75,149.052,149.040,149.051,149.034
82.80,149.052,149.041,149.051,149.034
82.85,149.052,149.041,149.050,149.034
82.90,149.053,149.042,149.050,149.034
82.95,149.052,149.041,149.049,149.035
83.00,149.051,149.041,149.049,149.034
83.05,149.051,149.041,149.050,149.034
83.10,149.051,149.040,149.050,149.034
83.15,149.049,149.040,149.049,149.034
83.20,149.048,149.040,149.050,149.034
83.25,149.048,149.040,149.051,149.035
83.30,149.048,149.039,149.051,149.035
83.35,149.049,149.039,149.050,149.036
83.40,149.049,149.040,149.051,149.035
83.45,149.050,149.040,149.052,149.036
83.50,149.051,149.040,149.051,149.036
83.55,149.051,149.041,149.051,149.035
83.60,149.052,149.041,149.052,149.035
83.65,149.052,149.041,149.053,149.035
83.70,149.052,149.041,149.054,149.035
83.75,149.054,149.042,149.055,149.035
83.80,149.055,149.042,149.056,149.035
83.85,149.055,149.041,149.057,149.034
83.90,149.054,149.041,149.057,149.034
83.95,149.054,149.041,149.056,149.033
84.00,149.053,149.041,149.056,149.035
84.05,149.051,149.041,149.057,149.034
84.10,149.050,149.041,149.056,149.035
84.15,149.050,149.042,149.056,149.036
84.20,149.049,149.041,149.057,149.037
84.25,149.049,149.042,149.058,149.036
84.30,149.050,149.041,149.057,149.036
84.35,149.049,149.041,149.058,149.037
84.40,149.049,149.042,149.058,149.037
84.45,149.050,149.042,149.057,149.037
84.50,149.051,149.042,149.056,149.038
84.55,149.051,149.042,149.056,149.038
84.60,149.052,149.042,149.057,149.038
84.65,149.053,149.042,149.056,149.037
84.70,149.055,149.043,149.056,149.037
84.75,149.055,149.044,149.057,149.038
84.80,149.055,149.045,149.058,149.038
84.85,149.055,149.046,149.059,149.038
84.90,149.055,149.046,149.059,149.038
84.95,149.055,149.046,149.059,149.038
85.00,149.054,149.048,149.059,149.039
85.05,149.054,149.047,149.059,149.039
85.10,149.054,149.047,149.058,149.039
85.15,149.054,149.048,149.058,149.039
85.20,149.055,149.049,149.057,149.039
85.25,149.055,149.049,149.057,149.039
85.30,149.055,149.050,149.056,149.038
85.35,149.057,149.051,149.057,149.038
85.40,149.057,149.051,149.057,149.039
85.45,149.057,149.049,149.057,149.039
85.50,149.056,149.049,149.056,149.039
85.55,149.056,149.048,149.056,149.039
85.60,149.055,149.048,149.055,149.039
85.65,149.055,149.046,149.055,149.039
85.70,149.054,149.047,149.054,149.039
85.75,149.055,149.048,149.054,149.038
85.80,149.056,149.048,149.054,149.038
85.85,149.055,149.049,149.053,149.038
85.90,149.055,149.049,149.052,149.037
85.95,149.055,149.048,149.052,149.037
86.00,149.055,149.049,149.050,149.037
86.05,149.055,149.049,149.050,149.037
86.10,149.055,149.049,149.049,149.037
86.15,149.056,149.050,149.049,149.037
86.20,149.057,149.050,149.049,149.037
86.25,149.057,149.050,149.049,149.037
86.30,149.057,149.051,149.049,149.036
86.35,149.056,149.050,149.049,149.036
86.40,149.057,149.049,149.049,149.036
86.45,149.057,149.051,149.048,149.036
86.50,149.056,149.050,149.049,149.035
86.55,149.055,149.051,149.049,149.035
86.60,149.055,149.050,149.048,149.034
86.65,149.056,149.050,149.048,149.035
86.70,149.056,149.050,149.048,149.034
86.75,149.056,149.049,149.048,149.034
86.80,149.057,149.049,149.048,149.034
86.85,149.057,149.050,149.048,149.034
86.90,149.058,149.049,149.048,149.034
86.95,149.057,149.049,149.048,149.034
87.00,149.057,149.049,149.048,149.035
87.05,149.057,149.048,149.048,149.037
87.10,149.057,149.047,149.049,149.037
87.15,149.056,149.047,149.049,149.037
87.20,149.056,149.046,149.050,149.038
87.25,149.056,149.047,149.050,149.038
87.30,149.056,149.047,149.051,149.037
87.35,149.056,149.047,149.050,149.036
87.40,149.056,149.047,149.050,149.036
87.45,149.055,149.048,149.050,149.036
87.50,149.055,149.048,149.051,149.036
87.55,149.054,149.047,149.051,149.035
87.60,149.054,149.046,149.051,149.036
87.65,149.052,149.047,149.052,149.036
87.70,149.052,149.047,149.053,149.036
87.75,149.052,149.046,149.054,149.036
87.80,149.052,149.047,149.053,149.036
87.85,149.052,149.047,149.054,149.036
87.90,149.053,149.046,149.053,149.037
87.95,149.053,149.045,149.052,149.038
88.00,149.054,149.046,149.052,149.038
88.05,149.054,149.046,149.052,149.039
88.10,149.054,149.046,149.053,149.040
88.15,149.054,149.046,149.054,149.040
88.20,149.054,149.047,149.055,149.039
88.25,149.055,149.046,149.057,149.040
88.30,149.055,149.047,149.058,149.040
88.35,149.055,149.047,149.058,149.040
88.40,149.055,149.046,149.058,149.039
88.45,149.055,149.046,149.057,149.040
88.50,149.055,149.046,149.057,149.040
88.55,149.055,149.045,149.058,149.040
88.60,149.055,149.046,149.059,149.039
88.65,149.055,149.045,149.060,149.040
88.70,149.055,149.046,149.059,149.040
88.75,149.055,149.045,149.060,149.039
88.80,149.055,149.045,149.059,149.039
88.85,149.055,149.045,149.058,149.039
88.90,149.054,149.045,149.058,149.038
88.95,149.054,149.045,149.057,149.038
89.00,149.055,149.045,149.057,149.038
89.05,149.056,149.045,149.058,149.039
89.10,149.056,149.044,149.058,149.039
89.15,149.056,149.044,149.058,149.039
89.20,149.057,149.044,149.057,149.039
89.25,149.056,149.043,149.057,149.040
89.30,149.055,149.043,149.056,149.039
89.35,149.056,149.043,149.056,149.040
89.40,149.056,149.043,149.056,149.040
89.45,149.056,149.043,149.056,149.040
89.50,149.055,149.043,149.056,149.041
89.55,149.056,149.043,149.056,149.041
89.60,149.056,149.043,149.055,149.040
89.65,149.056,149.042,149.055,149.040
89.70,149.056,149.042,149.053,149.040
89.75,149.056,149.042,149.053,149.040
89.80,149.056,149.041,149.052,149.040
89.85,149.056,149.041,149.052,149.040
89.90,149.057,149.041,149.051,149.040
89.95,149.056,149.041,149.050,149.039
90.00,149.056,149.041,149.051,149.039
90.05,149.056,149.041,149.051,149.039
90.10,149.055,149.041,149.051,149.039
90.15,149.055,149.041,149.051,149.039
90.20,149.055,149.041,149.052,149.039
90.25,149.055,149.041,149.054,149.039
90.30,149.056,149.041,149.054,149.039
90.35,149.055,149.041,149.056,149.039
90.40,149.055,149.041,149.057,149.039
90.45,149.056,149.042,149.057,149.039
90.50,149.056,149.042,149.057,149.039
90.55,149.055,149.041,149.057,149.039
90.60,149.055,149.041,149.057,149.039
90.65,149.055,149.040,149.057,149.039
90.70,149.055,149.040,149.056,149.039
90.75,149.055,149.040,149.057,149.039
90.80,149.055,149.040,149.057,149.038
90.85,149.055,149.039,149.057,149.039
90.90,149.055,149.039,149.058,149.039
90.95,149.055,149.040,149.058,149.039
91.00,149.055,149.040,149.058,149.038
91.05,149.055,149.040,149.057,149.038
91.10,149.055,149.040,149.056,149.038
91.15,149.055,149.040,149.056,149.038
91.20,149.054,149.040,149.055,149.038
91.25,149.053,149.040,149.054,149.038
91.30,149.052,149.039,149.054,149.038
91.35,149.051,149.040,149.053,149.038
91.40,149.051,149.040,149.053,149.038
91.45,149.052,149.039,149.053,149.039
91.50,149.052,149.039,149.053,149.038
91.55,149.052,149.038,149.052,149.038
91.60,149.053,149.039,149.051,149.038
91.65,149.053,149.038,149.051,149.038
91.70,149.053,149.038,149.050,149.038
91.75,149.052,149.038,149.049,149.038
91.80,149.052,149.039,149.049,149.038
91.85,149.053,149.038,149.049,149.038
91.90,149.053,149.039,149.051,149.038
91.95,149.053,149.039,149.052,149.038
92.00,149.053,149.038,149.054,149.039
92.05,149.052,149.039,149.054,149.039
92.10,149.052,149.039,149.055,149.039
92.15,149.051,149.039,149.056,149.039
92.20,149.051,149.039,149.056,149.039
92.25,149.051,149.040,149.056,149.039
92.30,149.051,149.040,149.056,149.039
92.35,149.051,149.040,149.056,149.039
92.40,149.052,149.041,149.056,149.039
92.45,149.052,149.040,149.055,149.039
92.50,149.052,149.040,149.054,149.039
92.55,149.052,149.040,149.054,149.040
92.60,149.052,149.040,149.055,149.039
92.65,149.052,149.040,149.055,149.039
92.70,149.052,149.042,149.057,149.038
92.75,149.052,149.042,149.058,149.038
92.80,149.053,149.041,149.059,149.038
92.85,149.053,149.041,149.059,149.038
92.90,149.053,149.041,149.059,149.039
92.95,149.053,149.042,149.059,149.038
93.00,149.053,149.042,149.059,149.038
93.05,149.053,149.041,149.059,149.039
93.10,149.053,149.042,149.059,149.038
93.15,149.053,149.042,149.059,149.038
93.20,149.052,149.042,149.059,149.038
93.25,149.052,149.041,149.059,149.038
93.30,149.052,149.042,149.059,149.038
93.35,149.052,149.042,149.059,149.038
93.40,149.052,149.042,149.059,149.039
93.45,149.052,149.042,149.059,149.039
93.50,149.052,149.042,149.060,149.039
93.55,149.052,149.042,149.059,149.038
93.60,149.051,149.042,149.058,149.038
93.65,149.051,149.041,149.057,149.037
93.70,149.051,149.040,149.057,149.037
93.75,149.051,149.040,149.057,149.037
93.80,149.051,149.040,149.056,149.037
93.85,149.052,149.041,149.056,149.037
93.90,149.052,149.041,149.056,149.037
93.95,149.053,149.041,149.056,149.036
94.00,149.053,149.041,149.057,149.036
94.05,149.053,149.041,149.057,149.037
94.10,149.054,149.041,149.057,149.037
94.15,149.054,149.041,149.057,149.037
94.20,149.054,149.042,149.057,149.037
94.25,149.055,149.042,149.057,149.038
94.30,149.054,149.042,149.056,149.038
94.35,149.055,149.042,149.056,149.038
94.40,149.054,149.043,149.055,149.038
94.45,149.054,149.042,149.055,149.038
94.50,149.054,149.042,149.055,149.038
94.55,149.054,149.043,149.054,149.039
94.60,149.054,149.043,149.053,149.039
94.65,149.054,149.043,149.052,149.040
94.70,149.055,149.043,149.051,149.041
94.75,149.055,149.043,149.050,149.041
94.80,149.055,149.043,149.049,149.039
94.85,149.055,149.042,149.050,149.038
94.90,149.055,149.041,149.049,149.038
94.95,149.055,149.041,149.051,149.037
95.00,149.053,149.042,149.053,149.035
95.05,149.053,149.043,149.055,149.035
95.10,149.053,149.043,149.055,149.037
95.15,149.052,149.044,149.056,149.037
95.20,149.052,149.044,149.058,149.038
95.25,149.053,149.044,149.057,149.039
95.30,149.053,149.044,149.056,149.039
95.35,149.053,149.044,149.055,149.040
95.40,149.054,149.044,149.055,149.040
95.45,149.054,149.044,149.054,149.042
95.50,149.054,149.044,149.053,149.041
95.55,149.053,149.044,149.053,149.041
95.60,149.053,149.045,149.053,149.041
95.65,149.054,149.044,149.054,149.041
95.70,149.053,149.045,149.055,149.040
95.75,149.054,149.045,149.055,149.040
95.80,149.054,149.045,149.055,149.040
95.85,149.054,149.047,149.055,149.039
95.90,149.054,149.046,149.055,149.039
95.95,149.054,149.047,149.054,149.040
96.00,149.054,149.047,149.054,149.040
96.05,149.053,149.047,149.055,149.041
96.10,149.053,149.047,149.056,149.041
96.15,149.053,149.047,149.056,149.041
96.20,149.053,149.047,149.057,149.041
96.25,149.054,149.047,149.056,149.041
96.30,149.054,149.046,149.055,149.040
96.35,149.054,149.046,149.054,149.041
96.40,149.054,149.046,149.053,149.040
96.45,149.055,149.046,149.053,149.040
96.50,149.054,149.046,149.054,149.039
96.55,149.055,149.045,149.054,149.039
96.60,149.054,149.046,149.055,149.039
96.65,149.054,149.046,149.057,149.039
96.70,149.055,149.046,149.057,149.039
96.75,149.054,149.047,149.057,149.039
96.80,149.055,149.048,149.056,149.040
96.85,149.054,149.049,149.055,149.040
96.90,149.054,149.048,149.054,149.039
96.95,149.054,149.049,149.053,149.038
97.00,149.054,149.048,149.052,149.037
97.05,149.053,149.049,149.052,149.036
97.10,149.052,149.048,149.052,149.035
97.15,149.051,149.048,149.052,149.033
97.20,149.050,149.047,149.052,149.033
97.25,149.049,149.046,149.051,149.032
97.30,149.048,149.045,149.051,149.032
97.35,149.048,149.044,149.052,149.031
97.40,149.049,149.045,149.052,149.030
97.45,149.049,149.044,149.053,149.030
97.50,149.050,149.045,149.053,149.031
97.55,149.051,149.045,149.054,149.031
97.60,149.051,149.045,149.055,149.031
97.65,149.051,149.046,149.054,149.031
97.70,149.051,149.046,149.054,149.032
97.75,149.050,149.045,149.053,149.033
97.80,149.050,149.045,149.054,149.032
97.85,149.051,149.045,149.053,149.032
97.90,149.051,149.046,149.053,149.032
97.95,149.052,149.046,149.054,149.033
98.00,149.052,149.046,149.054,149.035
98.05,149.053,149.046,149.053,149.036
98.10,149.053,149.045,149.053,149.037
98.15,149.054,149.045,149.052,149.039
98.20,149.055,149.046,149.052,149.039
98.25,149.055,149.046,149.051,149.040
98.30,149.055,149.046,149.051,149.040
98.35,149.055,149.046,149.052,149.039
98.40,149.055,149.047,149.053,149.038
98.45,149.055,149.047,149.053,149.037
98.50,149.054,149.048,149.054,149.036
98.55,149.054,149.048,149.055,149.036
98.60,149.054,149.047,149.055,149.035
98.65,149.054,149.046,149.055,149.035
98.70,149.054,149.045,149.055,149.036
98.75,149.053,149.044,149.057,149.036
98.80,149.052,149.042,149.056,149.037
98.85,149.053,149.042,149.056,149.037
98.90,149.053,149.041,149.054,149.038
98.95,149.053,149.042,149.053,149.038
99.00,149.053,149.042,149.050,149.037
99.05,149.054,149.043,149.047,149.038
99.10,149.055,149.043,149.045,149.037
99.15,149.055,149.044,149.044,149.037
99.20,149.054,149.044,149.045,149.036
99.25,149.054,149.044,149.046,149.035
99.30,149.053,149.043,149.050,149.035
99.35,149.052,149.043,149.053,149.035
99.40,149.052,149.043,149.055,149.035
99.45,149.051,149.044,149.056,149.035
99.50,149.050,149.044,149.056,149.035
99.55,149.049,149.044,149.054,149.035
99.60,149.049,149.045,149.052,149.035
99.65,149.048,149.044,149.050,149.036
99.70,149.047,149.043,149.049,149.035
99.75,149.046,149.042,149.049,149.035
99.80,149.046,149.041,149.048,149.035
99.85,149.045,149.041,149.049,149.034
99.90,149.046,149.040,149.050,149.035
99.95,149.046,149.041,149.049,149.035
100.00,149.045,149.040,149.049,149.036
100.05,149.045,149.040,149.049,149.037
100.10,149.044,149.039,149.050,149.036
100.15,149.044,149.040,149.049,149.037
100.20,149.043,149.040,149.049,149.037
100.25,149.043,149.040,149.049,149.037
100.30,149.042,149.041,149.051,149.037
100.35,149.042,149.042,149.051,149.037
100.40,149.042,149.042,149.051,149.037
100.45,149.042,149.042,149.050,149.037
100.50,149.042,149.042,149.051,149.036
100.55,149.042,149.042,149.051,149.036
100.60,149.042,149.041,149.051,149.035
100.65,149.042,149.041,149.051,149.036
100.70,149.042,149.042,149.051,149.036
100.75,149.042,149.042,149.052,149.036
100.80,149.042,149.042,149.052,149.037
100.85,149.042,149.043,149.052,149.037
100.90,149.042,149.044,149.052,149.037
100.95,149.043,149.044,149.053,149.037
101.00,149.042,149.044,149.053,149.037
101.05,149.042,149.043,149.053,149.036
101.10,149.042,149.043,149.053,149.035
101.15,149.042,149.043,149.053,149.035
101.20,149.043,149.042,149.053,149.033
101.25,149.042,149.042,149.053,149.033
101.30,149.043,149.042,149.053,149.033
101.35,149.044,149.043,149.055,149.034
101.40,149.044,149.043,149.056,149.035
101.45,149.044,149.043,149.057,149.036
101.50,149.044,149.043,149.058,149.036
101.55,149.044,149.043,149.057,149.036
101.60,149.044,149.042,149.058,149.037
101.65,149.045,149.042,149.057,149.036
101.70,149.045,149.042,149.056,149.036
101.75,149.047,149.042,149.054,149.036
101.80,149.047,149.042,149.054,149.036
101.85,149.048,149.043,149.054,149.037
101.90,149.048,149.041,149.055,149.037
101.95,149.048,149.037,149.054,149.036
102.00,149.047,149.035,149.055,149.036
102.05,149.046,149.031,149.056,149.036
102.10,149.046,149.030,149.057,149.036
102.15,149.047,149.028,149.057,149.036
102.20,149.047,149.029,149.056,149.036
102.25,149.047,149.029,149.057,149.035
102.30,149.047,149.030,149.057,149.036
102.35,149.047,149.031,149.057,149.035
102.40,149.046,149.030,149.056,149.036
102.45,149.046,149.030,149.057,149.036
102.50,149.047,149.031,149.056,149.037
102.55,149.047,149.032,149.056,149.037
102.60,149.048,149.032,149.056,149.037
102.65,149.049,149.033,149.055,149.037
102.70,149.049,149.034,149.055,149.036
102.75,149.049,149.034,149.054,149.037
102.80,149.049,149.034,149.054,149.037
102.85,149.050,149.034,149.054,149.037
102.90,149.050,149.034,149.052,149.037
102.95,149.050,149.034,149.053,149.037
103.00,149.049,149.035,149.052,149.038
103.05,149.050,149.035,149.053,149.037
103.10,149.049,149.036,149.053,149.038
103.15,149.048,149.035,149.052,149.037
103.20,149.049,149.035,149.051,149.037
103.25,149.050,149.035,149.051,149.036
103.30,149.051,149.035,149.050,149.036
103.35,149.051,149.034,149.049,149.036
103.40,149.051,149.035,149.049,149.036
103.45,149.052,149.034,149.050,149.037
103.50,149.050,149.034,149.050,149.037
103.55,149.048,149.034,149.050,149.036
103.60,149.047,149.034,149.050,149.036
103.65,149.046,149.034,149.050,149.036
103.70,149.044,149.033,149.051,149.036
103.75,149.044,149.034,149.051,149.035
103.80,149.046,149.034,149.052,149.036
103.85,149.046,149.035,149.053,149.037
103.90,149.047,149.034,149.054,149.037
103.95,149.046,149.035,149.053,149.037
104.00,149.047,149.035,149.054,149.037
104.05,149.046,149.034,149.053,149.037
104.10,149.045,149.033,149.051,149.036
104.15,149.045,149.032,149.050,149.036
104.20,149.045,149.031,149.049,149.035
104.25,149.045,149.031,149.050,149.036
104.30,149.045,149.031,149.050,149.036
104.35,149.045,149.031,149.051,149.036
104.40,149.046,149.032,149.051,149.036
104.45,149.047,149.032,149.051,149.035
104.50,149.047,149.034,149.052,149.035
104.55,149.048,149.034,149.053,149.034
104.60,149.049,149.035,149.053,149.034
104.65,149.048,149.033,149.053,149.034
104.70,149.048,149.033,149.054,149.034
104.75,149.048,149.033,149.054,149.034
104.80,149.048,149.033,149.055,149.035
104.85,149.047,149.032,149.056,149.035
104.90,149.048,149.032,149.055,149.036
104.95,149.048,149.032,149.055,149.038
105.00,149.050,149.032,149.053,149.036
105.05,149.049,149.030,149.053,149.037
105.10,149.049,149.030,149.052,149.037
105.15,149.049,149.030,149.051,149.037
105.20,149.050,149.031,149.052,149.036
105.25,149.050,149.032,149.052,149.034
105.30,149.050,149.032,149.052,149.033
105.35,149.050,149.033,149.053,149.032
105.40,149.050,149.033,149.054,149.030
105.45,149.050,149.033,149.054,149.030
105.50,149.051,149.033,149.054,149.031
105.55,149.050,149.033,149.053,149.031
105.60,149.049,149.033,149.052,149.032
105.65,149.049,149.034,149.052,149.033
105.70,149.048,149.033,149.050,149.034
105.75,149.047,149.034,149.050,149.034
105.80,149.047,149.035,149.050,149.034
105.85,149.046,149.033,149.050,149.035
105.90,149.046,149.034,149.050,149.035
105.95,149.045,149.034,149.051,149.035
106.00,149.045,149.034,149.051,149.036
106.05,149.045,149.034,149.051,149.037
106.10,149.045,149.034,149.051,149.036
106.15,149.045,149.033,149.050,149.036
106.20,149.046,149.035,149.051,149.037
106.25,149.047,149.036,149.051,149.037
106.30,149.047,149.035,149.051,149.037
106.35,149.046,149.035,149.051,149.037
106.40,149.046,149.035,149.052,149.037
106.45,149.046,149.035,149.053,149.037
106.50,149.045,149.036,149.053,149.037
106.55,149.044,149.036,149.054,149.036
106.60,149.044,149.037,149.054,149.036
106.65,149.044,149.038,149.054,149.035
106.70,149.044,149.039,149.054,149.036
106.75,149.044,149.039,149.053,149.036
106.80,149.045,149.038,149.052,149.035
106.85,149.045,149.039,149.051,149.035
106.90,149.045,149.039,149.050,149.035
106.95,149.045,149.039,149.049,149.035
107.00,149.044,149.039,149.048,149.035
107.05,149.043,149.038,149.047,149.035
107.10,149.041,149.037,149.047,149.035
107.15,149.040,149.036,149.046,149.035
107.20,149.039,149.036,149.046,149.034
107.25,149.038,149.036,149.046,149.034
107.30,149.038,149.036,149.045,149.035
107.35,149.039,149.036,149.045,149.034
107.40,149.040,149.037,149.045,149.034
107.45,149.040,149.037,149.045,149.035
107.50,149.041,149.037,149.044,149.034
107.55,149.042,149.038,149.044,149.034
107.60,149.042,149.037,149.044,149.033
107.65,149.042,149.037,149.044,149.033
107.70,149.042,149.038,149.044,149.034
107.75,149.042,149.038,149.043,149.034
107.80,149.042,149.038,149.044,149.035
107.85,149.043,149.039,149.044,149.036
107.90,149.044,149.039,149.045,149.038
107.95,149.045,149.039,149.046,149.038
108.00,149.046,149.039,149.047,149.036
108.05,149.047,149.039,149.048,149.035
108.10,149.049,149.040,149.049,149.034
108.15,149.049,149.040,149.050,149.033
108.20,149.049,149.040,149.051,149.033
108.25,149.049,149.040,149.051,149.033
108.30,149.049,149.040,149.051,149.033
108.35,149.048,149.040,149.051,149.034
108.40,149.048,149.040,149.051,149.035
108.45,149.048,149.040,149.051,149.035
108.50,149.049,149.040,149.051,149.035
108.55,149.049,149.041,149.052,149.034
108.60,149.049,149.041,149.052,149.033
108.65,149.050,149.042,149.052,149.032
108.70,149.050,149.042,149.052,149.032
108.75,149.049,149.043,149.053,149.033
108.80,149.050,149.043,149.054,149.034
108.85,149.049,149.043,149.054,149.035
108.90,149.050,149.043,149.054,149.037
108.95,149.050,149.044,149.055,149.038
109.00,149.050,149.044,149.056,149.039
109.05,149.050,149.044,149.055,149.039
109.10,149.051,149.044,149.056,149.040
109.15,149.051,149.044,149.056,149.040
109.20,149.051,149.044,149.057,149.039
109.25,149.051,149.043,149.056,149.040
109.30,149.051,149.042,149.056,149.039
109.35,149.051,149.041,149.056,149.038
109.40,149.051,149.040,149.056,149.038
109.45,149.052,149.039,149.057,149.038
109.50,149.053,149.039,149.057,149.038
109.55,149.052,149.039,149.056,149.038
109.60,149.053,149.038,149.057,149.038
109.65,149.054,149.039,149.057,149.038
109.70,149.054,149.039,149.057,149.038
109.75,149.054,149.039,149.058,149.038
109.80,149.054,149.039,149.058,149.039
109.85,149.054,149.039,149.058,149.039
109.90,149.055,149.040,149.058,149.039
109.95,149.055,149.040,149.058,149.039
110.00,149.055,149.040,149.058,149.040
110.05,149.055,149.039,149.058,149.040
110.10,149.055,149.039,149.058,149.039
110.15,149.054,149.039,149.058,149.040
110.20,149.054,149.039,149.058,149.039
110.25,149.054,149.039,149.058,149.040
110.30,149.054,149.039,149.058,149.039
110.35,149.054,149.039,149.058,149.039
110.40,149.054,149.040,149.057,149.038
110.45,149.054,149.040,149.056,149.039
110.50,149.055,149.039,149.056,149.039
110.55,149.055,149.039,149.055,149.038
110.60,149.054,149.036,149.055,149.039
110.65,149.054,149.037,149.055,149.039
110.70,149.054,149.038,149.055,149.038
110.75,149.054,149.038,149.054,149.037
110.80,149.055,149.037,149.054,149.037
110.85,149.054,149.036,149.055,149.036
110.90,149.053,149.035,149.054,149.035
110.95,149.053,149.035,149.054,149.035
111.00,149.053,149.035,149.053,149.035
111.05,149.052,149.035,149.053,149.034
111.10,149.051,149.035,149.054,149.033
111.15,149.052,149.035,149.053,149.034
111.20,149.052,149.035,149.053,149.035
111.25,149.051,149.035,149.053,149.036
111.30,149.051,149.036,149.052,149.036
111.35,149.051,149.036,149.051,149.037
111.40,149.050,149.036,149.050,149.038
111.45,149.051,149.036,149.049,149.037
111.50,149.051,149.036,149.049,149.037
111.55,149.051,149.036,149.049,149.037
111.60,149.051,149.036,149.050,149.037
111.65,149.051,149.036,149.051,149.037
111.70,149.052,149.035,149.051,149.037
111.75,149.051,149.035,149.052,149.037
111.80,149.051,149.034,149.051,149.037
111.85,149.051,149.034,149.051,149.037
111.90,149.052,149.034,149.049,149.037
111.95,149.052,149.034,149.048,149.036
112.00,149.052,149.034,149.046,149.036
112.05,149.051,149.034,149.045,149.036
112.10,149.051,149.034,149.045,149.036
112.15,149.051,149.034,149.044,149.036
112.20,149.051,149.033,149.045,149.035
112.25,149.051,149.032,149.044,149.036
112.30,149.051,149.032,149.044,149.037
112.35,149.051,149.033,149.047,149.036
112.40,149.051,149.032,149.048,149.036
112.45,149.050,149.033,149.050,149.036
112.50,149.050,149.033,149.050,149.035
112.55,149.050,149.033,149.051,149.034
112.60,149.050,149.033,149.052,149.034
112.65,149.050,149.033,149.052,149.034
112.70,149.052,149.032,149.052,149.034
112.75,149.053,149.033,149.051,149.035
112.80,149.053,149.033,149.051,149.036
112.85,149.053,149.033,149.050,149.036
112.90,149.053,149.033,149.050,149.036
112.95,149.052,149.033,149.050,149.036
113.00,149.051,149.033,149.049,149.036
113.05,149.050,149.033,149.049,149.036
113.10,149.049,149.033,149.049,149.036
113.15,149.048,149.033,149.048,149.036
113.20,149.048,149.033,149.048,149.036
113.25,149.048,149.033,149.048,149.036
113.30,149.047,149.033,149.049,149.036
113.35,149.046,149.033,149.049,149.036
113.40,149.046,149.033,149.049,149.036
113.45,149.045,149.032,149.049,149.036
113.50,149.045,149.033,149.049,149.036
113.55,149.046,149.033,149.049,149.036
113.60,149.047,149.033,149.050,149.036
113.65,149.046,149.033,149.050,149.036
113.70,149.046,149.034,149.051,149.036
113.75,149.046,149.034,149.052,149.035
113.80,149.046,149.034,149.053,149.035
113.85,149.046,149.035,149.054,149.034
113.90,149.046,149.035,149.054,149.035
113.95,149.046,149.035,149.055,149.035
114.00,149.047,149.037,149.054,149.035
114.05,149.047,149.038,149.054,149.036
114.10,149.048,149.039,149.055,149.036
114.15,149.048,149.039,149.055,149.037
114.20,149.048,149.039,149.055,149.037
114.25,149.048,149.040,149.056,149.037
114.30,149.049,149.040,149.056,149.038
114.35,149.050,149.040,149.057,149.038
114.40,149.051,149.040,149.057,149.038
114.45,149.051,149.040,149.056,149.038
114.50,149.052,149.040,149.055,149.038
114.55,149.052,149.039,149.055,149.038
114.60,149.052,149.039,149.055,149.038
114.65,149.053,149.039,149.054,149.039
114.70,149.053,149.039,149.054,149.039
114.75,149.053,149.039,149.055,149.038
114.80,149.053,149.041,149.055,149.038
114.85,149.053,149.040,149.055,149.038
114.90,149.054,149.039,149.056,149.038
114.95,149.053,149.040,149.056,149.038
115.00,149.054,149.040,149.056,149.038
115.05,149.055,149.040,149.056,149.039
115.10,149.055,149.041,149.056,149.039
